"255","1","kakaki","B,C,B,C"," 1,2,"," 3,4,","2022/8/30 14:40:28","2022/8/30 14:40:34","00:00:06","50","2"
"652","20","2020213355","B,C,A,A"," 1,2,3,4,"," ","2022/11/19 下午1:26:09","2022/11/19 下午1:27:23","00:01:14","100","4"
"653","19","2020213353","B,C,A,A"," 1,3,4,"," 2,","2022/11/19 下午1:32:41","2022/11/19 下午1:34:01","00:01:19","75","3"
"654","20","2020213353","B,C,A,A"," 1,2,3,4,"," ","2022/11/19 下午1:38:30","2022/11/19 下午1:38:38","00:00:07","100","4"
"655","15","2020213336","B,D,B,D"," 1,2,3,4,"," ","2022/11/19 20:49:49","2022/11/19 20:54:31","00:04:42","100","4"
"656","16","2020213336","A,D,B,D"," 1,2,3,4,"," ","2022/11/19 21:09:18","2022/11/19 21:13:09","00:03:51","100","4"
"657","17","2020213336","A,A,C,D"," 1,2,3,4,"," ","2022/11/19 21:20:25","2022/11/19 21:23:00","00:02:34","100","4"
"658","18","2020213336","B,B,A,A"," 2,3,"," 1,4,","2022/11/19 21:29:05","2022/11/19 21:32:42","00:03:37","50","2"
"659","19","2020213336","B,B,A,A"," 1,3,4,"," 2,","2022/11/19 21:48:36","2022/11/19 21:54:58","00:06:21","75","3"
"660","20","2020213336","B,D,A,A"," 1,3,4,"," 2,","2022/11/19 21:59:50","2022/11/19 22:05:14","00:05:23","75","3"
"661","13","2020213313","C,C,A,D"," 1,2,3,4,"," ","2022/11/20 10:03:17","2022/11/20 10:05:12","00:01:54","100","4"
"662","15","2020213313","B,D,B,D"," 1,2,3,4,"," ","2022/11/20 10:32:17","2022/11/20 10:38:24","00:06:07","100","4"
"663","16","2020213313","A,B,B,D"," 1,3,4,"," 2,","2022/11/20 10:41:13","2022/11/20 10:45:32","00:04:19","75","3"
"664","15","2020213343","B,D,A,D"," 1,2,4,"," 3,","2022/11/20 14:33:28","2022/11/20 14:38:07","00:04:39","75","3"
"665","16","2020213343","A,A,B,D"," 1,3,4,"," 2,","2022/11/20 15:51:00","2022/11/20 15:55:02","00:04:02","75","3"
"666","17","2020213343","A,A,C,D"," 1,2,3,4,"," ","2022/11/20 16:03:45","2022/11/20 16:07:36","00:03:50","100","4"
"667","18","2020213343","A,B,B,B"," 1,2,4,"," 3,","2022/11/20 16:16:27","2022/11/20 16:19:38","00:03:10","75","3"
"668","12","2020213338","C,A,D,D"," 1,2,3,4,"," ","2022/11/20 16:40:11","2022/11/20 16:40:54","00:00:43","100","4"
"669","13","2020213338","C,C,A,D"," 1,2,3,4,"," ","2022/11/20 16:46:17","2022/11/20 16:46:46","00:00:28","100","4"
"670","19","2020213343","B,B,B,A"," 1,4,"," 2,3,","2022/11/20 16:41:11","2022/11/20 16:48:19","00:07:08","50","2"
"671","20","2020213343","B,C,A,A"," 1,2,3,4,"," ","2022/11/20 16:52:26","2022/11/20 16:55:01","00:02:35","100","4"
"672","15","2020213338","B,D,B,C"," 1,2,3,"," 4,","2022/11/20 16:57:04","2022/11/20 16:58:50","00:01:46","75","3"
"673","15","2020213392","B,D,B,D"," 1,2,3,4,"," ","2022/11/20 17:03:22","2022/11/20 17:05:16","00:01:53","100","4"
"674","16","2020213392","A,A,B,D"," 1,3,4,"," 2,","2022/11/20 17:21:49","2022/11/20 17:25:48","00:03:58","75","3"
"675","17","2020213392","A,A,C,D"," 1,2,3,4,"," ","2022/11/20 17:31:07","2022/11/20 17:37:07","00:05:59","100","4"
"676","16","2020213323","A,D,B,D"," 1,2,3,4,"," ","2022/11/21 09:47:55","2022/11/21 09:50:01","00:02:06","100","4"
"677","15","2020213312","B,D,B,D"," 1,2,3,4,"," ","2022/11/21 10:37:34","2022/11/21 10:37:44","00:00:10","100","4"
"678","16","2020213312","B,D,B,D"," 2,3,4,"," 1,","2022/11/21 10:59:38","2022/11/21 11:01:15","00:01:37","75","3"
"679","17","2020213312","A,A,C,D"," 1,2,3,4,"," ","2022/11/21 11:10:41","2022/11/21 11:12:26","00:01:44","100","4"
"680","17","2020213323","A,A,B,D"," 1,2,4,"," 3,","2022/11/21 14:00:29","2022/11/21 14:01:29","00:00:59","75","3"
"681","3","2020213316","D,A,A,D"," 1,3,4,"," 2,","2022/11/21 15:31:29","2022/11/21 15:35:38","00:04:08","75","3"
"682","4","2020213316","A,B,B,A"," 1,2,3,"," 4,","2022/11/21 16:00:50","2022/11/21 16:04:08","00:03:18","75","3"
"683","5","2020213316","D,C,D,D"," 1,2,3,"," 4,","2022/11/21 16:04:28","2022/11/21 16:05:58","00:01:29","75","3"
"684","6","2020213316","B,C,B,A"," 1,2,3,4,"," ","2022/11/21 16:06:24","2022/11/21 16:09:08","00:02:44","100","4"
"685","15","2020213342","B,D,B,C"," 1,2,3,"," 4,","2022/11/21 16:12:33","2022/11/21 16:14:54","00:02:20","75","3"
"686","7","2020213316","B,C,D,D"," 1,2,3,"," 4,","2022/11/21 16:09:46","2022/11/21 16:16:01","00:06:14","75","3"
"687","8","2020213316","A,A,C,D"," 1,2,3,4,"," ","2022/11/21 16:16:32","2022/11/21 16:18:09","00:01:36","100","4"
"688","9","2020213316","B,A,D,A"," 1,2,"," 3,4,","2022/11/21 16:18:33","2022/11/21 16:20:27","00:01:53","50","2"
"689","10","2020213316","C,C,A,D"," 1,2,3,"," 4,","2022/11/21 16:21:54","2022/11/21 16:27:25","00:05:30","75","3"
"690","16","2020213342","A,D,B,D"," 1,2,3,4,"," ","2022/11/21 16:37:34","2022/11/21 16:37:45","00:00:10","100","4"
"691","17","2020213342","A,A,C,D"," 1,2,3,4,"," ","2022/11/21 17:57:35","2022/11/21 17:57:41","00:00:05","100","4"
"692","15","2020213327","B,D,B,D"," 1,2,3,4,"," ","2022/11/23 上午1:35:51","2022/11/23 上午1:36:46","00:00:54","100","4"
"693","16","2020213327","A,A,B,D"," 1,3,4,"," 2,","2022/11/23 上午1:59:07","2022/11/23 上午2:01:44","00:02:36","75","3"
"694","17","2020213327","A,A,C,D"," 1,2,3,4,"," ","2022/11/23 上午2:08:56","2022/11/23 上午2:15:27","00:06:31","100","4"
"695","18","2020213380","A,B,A,B"," 1,2,3,4,"," ","2022/11/23 09:55:23","2022/11/23 09:56:44","00:01:21","100","4"
"696","19","2020213380","B,B,A,A"," 1,3,4,"," 2,","2022/11/23 10:40:22","2022/11/23 10:44:21","00:03:59","75","3"
"697","20","2020213380","B,C,A,A"," 1,2,3,4,"," ","2022/11/23 10:49:35","2022/11/23 10:50:10","00:00:35","100","4"
"698","13","2020213322","C,C,A,D"," 1,2,3,4,"," ","2022/11/23 10:49:05","2022/11/23 10:52:07","00:03:01","100","4"
"699","18","2020213327","A,B,A,B"," 1,2,3,4,"," ","2022/11/23 下午1:26:15","2022/11/23 下午1:27:24","00:01:09","100","4"
"700","19","2020213327","B,B,A,A"," 1,3,4,"," 2,","2022/11/23 下午2:29:01","2022/11/23 下午2:35:30","00:06:28","75","3"
"701","20","2020213327","B,C,A,A"," 1,2,3,4,"," ","2022/11/23 下午2:40:07","2022/11/23 下午2:41:08","00:01:01","100","4"
"702","6","2020213345","B,C,B,A"," 1,2,3,4,"," ","2022/11/23 17:52:55","2022/11/23 17:53:51","00:00:56","100","4"
"703","7","2020213345","B,C,D,B"," 1,2,3,4,"," ","2022/11/23 17:59:52","2022/11/23 18:01:10","00:01:17","100","4"
"704","8","2020213345","A,A,C,D"," 1,2,3,4,"," ","2022/11/23 18:06:32","2022/11/23 18:07:40","00:01:04","100","4"
"705","9","2020213345","B,A,C,D"," 1,2,3,4,"," ","2022/11/23 18:14:06","2022/11/23 18:15:24","00:01:18","100","4"
"706","12","2020213345","C,A,D,D"," 1,2,3,4,"," ","2022/11/23 18:23:30","2022/11/23 18:24:18","00:00:47","100","4"
"707","13","2020213345","C,C,D,D"," 1,2,4,"," 3,","2022/11/23 18:29:25","2022/11/23 18:32:42","00:03:16","75","3"
"708","15","2020213345","B,D,B,D"," 1,2,3,4,"," ","2022/11/23 19:54:17","2022/11/23 19:59:03","00:04:45","100","4"
"709","16","2020213345","B,A,B,D"," 3,4,"," 1,2,","2022/11/23 20:11:04","2022/11/23 20:17:25","00:06:21","50","2"
"710","9","2020213352","B,A,C,D"," 1,2,3,4,"," ","2022/11/23 下午9:27:39","2022/11/23 下午9:30:43","00:03:04","100","4"
"711","12","2020213352","C,A,D,D"," 1,2,3,4,"," ","2022/11/23 下午9:44:59","2022/11/23 下午9:51:28","00:06:29","100","4"
"712","13","2020213352","C,C,A,D"," 1,2,3,4,"," ","2022/11/23 下午9:58:06","2022/11/23 下午10:06:03","00:07:56","100","4"
"713","15","2020213352","B,D,B,D"," 1,2,3,4,"," ","2022/11/23 下午10:14:52","2022/11/23 下午10:19:30","00:04:38","100","4"
"714","16","2020213352","A,D,B,D"," 1,2,3,4,"," ","2022/11/23 下午10:31:05","2022/11/23 下午10:37:04","00:05:59","100","4"
"715","16","2020213335","A,D,B,D"," 1,2,3,4,"," ","2022/11/26 下午2:29:10","2022/11/26 下午2:31:51","00:02:41","100","4"
"716","17","2020213335","A,A,C,D"," 1,2,3,4,"," ","2022/11/26 下午2:45:08","2022/11/26 下午2:46:28","00:01:20","100","4"
"717","18","2020213342","A,B,A,B"," 1,2,3,4,"," ","2022/11/27 21:29:18","2022/11/27 21:30:13","00:00:55","100","4"
"718","19","2020213342","B,D,A,A"," 1,2,3,4,"," ","2022/11/27 22:54:27","2022/11/27 22:54:39","00:00:12","100","4"
"719","20","2020213342","B,C,A,A"," 1,2,3,4,"," ","2022/11/27 23:06:03","2022/11/27 23:06:10","00:00:06","100","4"
"720","18","2020213312","A,B,A,B"," 1,2,3,4,"," ","2022/11/28 12:51:46","2022/11/28 12:54:59","00:03:12","100","4"
"721","19","2020213312","B,D,A,A"," 1,2,3,4,"," ","2022/11/28 13:30:09","2022/11/28 13:31:20","00:01:11","100","4"
"722","20","2020213312","B,C,A,A"," 1,2,3,4,"," ","2022/11/28 13:37:47","2022/11/28 13:37:59","00:00:12","100","4"
"723","18","2020213392","A,B,A,B"," 1,2,3,4,"," ","2022/11/28 14:02:24","2022/11/28 14:05:14","00:02:49","100","4"
"724","15","2020213369","B,D,B,D"," 1,2,3,4,"," ","2022/11/28 下午2:22:31","2022/11/28 下午2:25:06","00:02:34","100","4"
"725","16","2020213369","B,D,B,D"," 2,3,4,"," 1,","2022/11/28 下午2:49:29","2022/11/28 下午2:53:30","00:04:01","75","3"
"726","17","2020213369","A,A,C,D"," 1,2,3,4,"," ","2022/11/28 下午3:02:45","2022/11/28 下午3:05:07","00:02:12","100","4"
"727","18","2020213369","B,B,A,B"," 2,3,4,"," 1,","2022/11/28 下午3:14:21","2022/11/28 下午3:17:09","00:02:48","75","3"
"728","19","2020213369","B,B,A,A"," 1,3,4,"," 2,","2022/11/28 下午3:38:22","2022/11/28 下午3:46:14","00:07:45","75","3"
"729","20","2020213369","B,C,A,A"," 1,2,3,4,"," ","2022/11/28 下午3:50:55","2022/11/28 下午3:52:52","00:01:57","100","4"
"730","21","2020213380","D,A,C,D"," 1,2,3,4,"," ","2022/11/28 19:35:21","2022/11/28 19:36:13","00:00:51","100","4"
"731","22","2020213380","D,B,B,A"," 1,3,4,"," 2,","2022/11/28 19:46:31","2022/11/28 19:49:03","00:02:31","75","3"
"732","15","2020213322","B,D,B,D"," 1,2,3,4,"," ","2022/11/28 22:04:38","2022/11/28 22:06:05","00:01:25","100","4"
"733","16","2020213322","A,D,B,D"," 1,2,3,4,"," ","2022/11/29 16:38:00","2022/11/29 16:38:06","00:00:05","100","4"
"734","17","2020213322","A,A,C,D"," 1,2,3,4,"," ","2022/11/29 16:41:37","2022/11/29 16:45:16","00:03:34","100","4"
"735","6","2020213326","B,C,B,A"," 1,2,3,4,"," ","2022/11/30 15:02:56","2022/11/30 15:07:25","00:04:28","100","4"
"736","7","2020213326","B,C,D,B"," 1,2,3,4,"," ","2022/11/30 15:12:14","2022/11/30 15:23:14","00:11:00","100","4"
"737","8","2020213326","A,A,C,D"," 1,2,3,4,"," ","2022/11/30 15:27:36","2022/11/30 15:30:05","00:02:29","100","4"
"738","9","2020213326","B,A,C,A"," 1,2,3,"," 4,","2022/11/30 15:35:01","2022/11/30 15:41:05","00:06:04","75","3"
"739","10","2020213326","B,C,A,D"," 2,3,"," 1,4,","2022/11/30 15:47:20","2022/11/30 15:50:29","00:03:08","50","2"
"740","11","2020213326","D,C,A,B"," 1,2,3,"," 4,","2022/11/30 15:59:02","2022/11/30 16:02:47","00:03:44","75","3"
"741","12","2020213326","C,A,D,D"," 1,2,3,4,"," ","2022/11/30 16:14:38","2022/11/30 16:16:32","00:01:54","100","4"
"742","13","2020213326","C,C,A,D"," 1,2,3,4,"," ","2022/11/30 16:19:55","2022/11/30 16:23:27","00:03:31","100","4"
"743","15","2020213326","B,D,B,D"," 1,2,3,4,"," ","2022/11/30 16:31:21","2022/11/30 16:34:15","00:02:53","100","4"
"744","16","2020213326","A,D,B,D"," 1,2,3,4,"," ","2022/11/30 17:11:51","2022/11/30 17:18:19","00:06:27","100","4"
"745","21","2020213342","D,A,C,D"," 1,2,3,4,"," ","2022/11/30 23:12:52","2022/11/30 23:20:47","00:07:54","100","4"
"746","22","2020213342","D,A,B,A"," 1,2,3,4,"," ","2022/11/30 23:35:10","2022/11/30 23:35:17","00:00:07","100","4"
"747","23","2020213342","D,A,A,B"," 1,2,3,4,"," ","2022/11/30 23:38:03","2022/11/30 23:43:13","00:05:09","100","4"
"748","23","2020213380","D,A,A,B"," 1,2,3,4,"," ","2022/12/1 12:13:47","2022/12/1 12:15:48","00:02:01","100","4"
"749","15","2020213308","B,D,B,D"," 1,2,3,4,"," ","2022/12/1 下午3:44:42","2022/12/1 下午3:47:25","00:02:42","100","4"
"750","16","2020213308","A,D,D,D"," 1,2,4,"," 3,","2022/12/1 下午4:14:30","2022/12/1 下午4:20:25","00:05:54","75","3"
"751","17","2020213308","A,A,C,D"," 1,2,3,4,"," ","2022/12/1 下午4:30:58","2022/12/1 下午4:39:44","00:08:46","100","4"
"752","6","2020213341","B,C,B,A"," 1,2,3,4,"," ","2022/12/3 22:07:16","2022/12/3 22:16:39","00:09:22","100","4"
"753","7","2020213341","B,C,D,D"," 1,2,3,"," 4,","2022/12/3 22:32:45","2022/12/3 22:44:00","00:11:14","75","3"
"754","8","2020213341","A,A,C,D"," 1,2,3,4,"," ","2022/12/3 23:30:09","2022/12/3 23:30:39","00:00:30","100","4"
"755","18","2020214470","B,B,B,B"," 2,4,"," 1,3,","2022/12/4 02:19:29","2022/12/4 02:21:19","00:01:49","50","2"
"756","9","2020213341","B,A,C,D"," 1,2,3,4,"," ","2022/12/4 11:30:31","2022/12/4 11:36:12","00:05:40","100","4"
"757","10","2020213341","C,C,A,C"," 1,2,3,4,"," ","2022/12/4 11:44:37","2022/12/4 11:49:02","00:04:24","100","4"
"758","11","2020213341","C,C,A,B"," 2,3,"," 1,4,","2022/12/4 12:02:37","2022/12/4 12:04:25","00:01:48","50","2"
"759","12","2020213341","C,A,D,D"," 1,2,3,4,"," ","2022/12/4 12:24:01","2022/12/4 12:24:53","00:00:52","100","4"
"760","13","2020213341","C,C,A,D"," 1,2,3,4,"," ","2022/12/4 12:25:26","2022/12/4 12:26:16","00:00:49","100","4"
"761","15","2020213341","B,D,B,D"," 1,2,3,4,"," ","2022/12/4 12:27:51","2022/12/4 12:28:34","00:00:43","100","4"
"762","16","2020213341","A,D,B,D"," 1,2,3,4,"," ","2022/12/4 12:29:40","2022/12/4 12:30:22","00:00:41","100","4"
"763","17","2020213341","A,A,C,D"," 1,2,3,4,"," ","2022/12/4 12:31:03","2022/12/4 12:31:28","00:00:24","100","4"
"764","18","2020213341","A,B,A,B"," 1,2,3,4,"," ","2022/12/4 12:31:53","2022/12/4 12:32:41","00:00:48","100","4"
"765","19","2020213341","B,D,A,A"," 1,2,3,4,"," ","2022/12/4 12:33:15","2022/12/4 12:34:42","00:01:26","100","4"
"766","20","2020213341","B,C,A,A"," 1,2,3,4,"," ","2022/12/4 12:35:21","2022/12/4 12:35:37","00:00:16","100","4"
"767","21","2020213341","D,A,C,D"," 1,2,3,4,"," ","2022/12/4 12:37:42","2022/12/4 12:38:01","00:00:18","100","4"
"768","22","2020213341","D,A,B,A"," 1,2,3,4,"," ","2022/12/4 12:41:29","2022/12/4 12:43:10","00:01:40","100","4"
"769","23","2020213341","D,A,A,B"," 1,2,3,4,"," ","2022/12/4 12:45:17","2022/12/4 12:45:35","00:00:17","100","4"
"770","6","2020213330","B,D,B,A"," 1,3,4,"," 2,","2022/12/4 13:39:30","2022/12/4 13:40:24","00:00:53","75","3"
"771","7","2020213330","B,C,D,B"," 1,2,3,4,"," ","2022/12/4 13:42:00","2022/12/4 13:44:20","00:02:19","100","4"
"772","8","2020213330","A,A,C,D"," 1,2,3,4,"," ","2022/12/4 13:45:12","2022/12/4 13:45:22","00:00:10","100","4"
"773","9","2020213330","B,A,C,D"," 1,2,3,4,"," ","2022/12/4 13:45:46","2022/12/4 13:45:59","00:00:13","100","4"
"774","10","2020213330","C,C,A,C"," 1,2,3,4,"," ","2022/12/4 13:46:50","2022/12/4 13:46:56","00:00:05","100","4"
"775","11","2020213330","D,C,A,C"," 1,2,3,4,"," ","2022/12/4 13:47:27","2022/12/4 13:47:31","00:00:03","100","4"
"776","12","2020213330","C,A,D,D"," 1,2,3,4,"," ","2022/12/4 13:48:49","2022/12/4 13:48:54","00:00:05","100","4"
"777","13","2020213330","B,D,B,D"," 4,"," 1,2,3,","2022/12/4 13:50:19","2022/12/4 13:50:25","00:00:06","25","1"
"778","15","2020213330","B,D,B,D"," 1,2,3,4,"," ","2022/12/4 13:51:24","2022/12/4 13:51:29","00:00:04","100","4"
"779","16","2020213330","A,D,B,D"," 1,2,3,4,"," ","2022/12/4 13:52:36","2022/12/4 13:52:41","00:00:05","100","4"
"780","17","2020213330","A,A,C,D"," 1,2,3,4,"," ","2022/12/4 13:54:21","2022/12/4 13:54:26","00:00:05","100","4"
"781","18","2020213330","A,B,A,B"," 1,2,3,4,"," ","2022/12/4 13:56:02","2022/12/4 13:56:05","00:00:03","100","4"
"782","19","2020213330","B,D,A,A"," 1,2,3,4,"," ","2022/12/4 13:57:29","2022/12/4 13:57:32","00:00:03","100","4"
"783","20","2020213330","B,C,A,A"," 1,2,3,4,"," ","2022/12/4 13:59:00","2022/12/4 13:59:05","00:00:05","100","4"
"784","21","2020213330","D,A,C,D"," 1,2,3,4,"," ","2022/12/4 14:00:00","2022/12/4 14:00:04","00:00:03","100","4"
"785","22","2020213330","D,A,B,A"," 1,2,3,4,"," ","2022/12/4 14:01:00","2022/12/4 14:01:05","00:00:05","100","4"
"786","23","2020213330","D,A,A,B"," 1,2,3,4,"," ","2022/12/4 14:02:28","2022/12/4 14:02:32","00:00:03","100","4"
"787","19","2020214470","B,D,A,A"," 1,2,3,4,"," ","2022/12/4 15:29:17","2022/12/4 15:32:44","00:03:26","100","4"
"788","20","2020214470","B,C,A,B"," 1,2,3,"," 4,","2022/12/4 15:47:28","2022/12/4 15:49:37","00:02:08","75","3"
"789","21","2020213343","D,A,C,D"," 1,2,3,4,"," ","2022/12/4 15:51:41","2022/12/4 15:51:50","00:00:08","100","4"
"790","22","2020213343","D,B,B,A"," 1,3,4,"," 2,","2022/12/4 15:59:43","2022/12/4 16:01:45","00:02:01","75","3"
"791","23","2020213343","D,A,A,B"," 1,2,3,4,"," ","2022/12/4 16:09:46","2022/12/4 16:11:50","00:02:04","100","4"
"792","21","2020214470","D,A,C,D"," 1,2,3,4,"," ","2022/12/4 16:56:51","2022/12/4 16:57:13","00:00:21","100","4"
"793","21","2020213312","D,A,C,D"," 1,2,3,4,"," ","2022/12/5 15:54:54","2022/12/5 15:55:05","00:00:11","100","4"
"794","22","2020213312","B,B,B,A"," 3,4,"," 1,2,","2022/12/5 16:19:47","2022/12/5 16:20:28","00:00:40","50","2"
"795","23","2020213312","D,A,A,B"," 1,2,3,4,"," ","2022/12/5 16:33:07","2022/12/5 16:34:34","00:01:12","100","4"
"796","21","2020213355","D,A,C,D"," 1,2,3,4,"," ","2022/12/6 上午11:21:17","2022/12/6 上午11:21:41","00:00:23","100","4"
"797","22","2020213355","D,B,B,A"," 1,3,4,"," 2,","2022/12/6 上午11:26:18","2022/12/6 上午11:26:25","00:00:07","75","3"
"798","23","2020213355","D,A,A,B"," 1,2,3,4,"," ","2022/12/6 上午11:30:05","2022/12/6 上午11:31:08","00:01:03","100","4"
"799","21","2020213336","D,A,C,D"," 1,2,3,4,"," ","2022/12/7 19:23:30","2022/12/7 19:28:02","00:04:32","100","4"
"800","22","2020213336","B,B,B,A"," 3,4,"," 1,2,","2022/12/7 19:41:10","2022/12/7 19:43:27","00:02:17","50","2"
"801","23","2020213336","D,A,A,B"," 1,2,3,4,"," ","2022/12/7 19:52:08","2022/12/7 19:58:02","00:05:54","100","4"
"802","1","2020213351","B,C,C,D"," 1,2,3,4,"," ","2022/12/8 16:58:09","2022/12/8 17:02:53","00:04:43","100","4"
"803","2","2020213351","A,B,B,C"," 1,2,3,4,"," ","2022/12/8 17:05:48","2022/12/8 17:07:11","00:01:21","100","4"
"804","3","2020213351","D,D,A,A"," 1,2,3,"," 4,","2022/12/8 17:10:49","2022/12/8 17:15:37","00:03:59","75","3"
"805","4","2020213351","A,B,B,D"," 1,2,3,"," 4,","2022/12/8 17:19:19","2022/12/8 17:21:02","00:01:24","75","3"
"806","5","2020213351","D,C,D,B"," 1,2,3,4,"," ","2022/12/8 17:26:30","2022/12/8 17:29:15","00:02:17","100","4"
"807","13","2020213337","C,C,A,D"," 1,2,3,4,"," ","2022/12/9 20:40:31","2022/12/9 20:45:10","00:04:39","100","4"
"808","15","2020213331","B,D,B,D"," 1,2,3,4,"," ","2022/12/9 下午9:49:03","2022/12/9 下午9:54:17","00:05:12","100","4"
"809","15","2020213337","B,D,B,D"," 1,2,3,4,"," ","2022/12/9 22:02:07","2022/12/9 22:05:56","00:03:48","100","4"
"810","16","2020213331","B,D,B,D"," 2,3,4,"," 1,","2022/12/9 下午10:15:46","2022/12/9 下午10:23:47","00:08:01","75","3"
"811","17","2020213331","A,A,C,A"," 1,2,3,"," 4,","2022/12/9 下午10:30:57","2022/12/9 下午10:37:10","00:06:12","75","3"
"812","16","2020213337","B,D,B,D"," 2,3,4,"," 1,","2022/12/9 22:39:37","2022/12/9 22:42:14","00:02:36","75","3"
"813","17","2020213337","A,A,C,D"," 1,2,3,4,"," ","2022/12/9 22:50:10","2022/12/9 22:55:47","00:05:37","100","4"
"814","18","2020213337","A,B,A,B"," 1,2,3,4,"," ","2022/12/9 23:04:09","2022/12/9 23:13:00","00:08:43","100","4"
"815","19","2020213337","B,D,A,A"," 1,2,3,4,"," ","2022/12/9 23:35:43","2022/12/9 23:41:09","00:05:26","100","4"
"816","20","2020213337","B,C,A,B"," 1,2,3,"," 4,","2022/12/9 23:45:06","2022/12/9 23:48:04","00:02:57","75","3"
"817","19","2020213392","B,D,A,A"," 1,2,3,4,"," ","2022/12/12 13:27:57","2022/12/12 13:31:17","00:03:19","100","4"
"818","20","2020213392","B,C,A,A"," 1,2,3,4,"," ","2022/12/12 13:34:44","2022/12/12 13:35:19","00:00:34","100","4"
"819","18","2020213308","A,B,B,B"," 1,2,4,"," 3,","2022/12/12 下午1:50:40","2022/12/12 下午1:53:37","00:02:56","75","3"
"820","19","2020213308","B,D,A,A"," 1,2,3,4,"," ","2022/12/12 下午2:18:24","2022/12/12 下午2:24:20","00:05:56","100","4"
"821","20","2020213308","B,D,A,A"," 1,3,4,"," 2,","2022/12/12 下午2:28:54","2022/12/12 下午2:29:31","00:00:37","75","3"
"822","21","2020213308","D,A,C,D"," 1,2,3,4,"," ","2022/12/12 下午3:31:08","2022/12/12 下午3:34:27","00:03:18","100","4"
"823","22","2020213308","D,B,B,A"," 1,3,4,"," 2,","2022/12/12 下午3:47:36","2022/12/12 下午3:51:20","00:03:43","75","3"
"824","21","2020213392","D,A,C,D"," 1,2,3,4,"," ","2022/12/12 15:53:03","2022/12/12 15:53:30","00:00:26","100","4"
"825","23","2020213308","D,A,A,B"," 1,2,3,4,"," ","2022/12/12 下午3:56:47","2022/12/12 下午3:58:33","00:01:45","100","4"
"826","22","2020213392","D,B,B,A"," 1,3,4,"," 2,","2022/12/12 16:27:11","2022/12/12 16:29:50","00:02:38","75","3"
"827","23","2020213392","D,A,A,B"," 1,2,3,4,"," ","2022/12/12 16:34:58","2022/12/12 16:36:02","00:01:03","100","4"
"828","21","2020213369","D,A,C,D"," 1,2,3,4,"," ","2022/12/12 下午5:30:59","2022/12/12 下午5:33:24","00:02:24","100","4"
"829","22","2020213369","C,B,B,A"," 3,4,"," 1,2,","2022/12/12 下午5:41:10","2022/12/12 下午5:43:34","00:02:23","50","2"
"830","23","2020213369","A,A,A,B"," 2,3,4,"," 1,","2022/12/12 下午5:49:37","2022/12/12 下午5:52:20","00:02:42","75","3"
"831","18","2020213335","A,B,A,B"," 1,2,3,4,"," ","2022/12/12 下午7:54:26","2022/12/12 下午7:56:20","00:01:54","100","4"
"832","13","2020213348","C,C,A,D"," 1,2,3,4,"," ","2022/12/13 09:40:39","2022/12/13 09:41:09","00:00:30","100","4"
"833","19","2020213335","B,D,A,A"," 1,2,3,4,"," ","2022/12/13 下午12:45:17","2022/12/13 下午12:45:47","00:00:30","100","4"
"834","20","2020213335","B,C,A,A"," 1,2,3,4,"," ","2022/12/13 下午12:52:34","2022/12/13 下午12:52:49","00:00:14","100","4"
"835","21","2020213335","D,A,C,D"," 1,2,3,4,"," ","2022/12/13 下午2:25:39","2022/12/13 下午2:29:59","00:04:19","100","4"
"836","22","2020213335","D,A,B,A"," 1,2,3,4,"," ","2022/12/13 下午2:37:51","2022/12/13 下午2:38:29","00:00:38","100","4"
"837","23","2020213335","D,A,A,B"," 1,2,3,4,"," ","2022/12/13 下午2:48:00","2022/12/13 下午2:48:31","00:00:30","100","4"
"838","10","2020213344","B,C,D,D"," 2,"," 1,3,4,","2022/12/14 18:26:55","2022/12/14 18:30:18","00:03:22","25","1"
"839","11","2020213344","D,C,A,B"," 1,2,3,"," 4,","2022/12/14 19:02:44","2022/12/14 19:06:31","00:03:47","75","3"
"840","12","2020213344","C,A,D,D"," 1,2,3,4,"," ","2022/12/14 19:22:28","2022/12/14 19:24:30","00:02:01","100","4"
"841","13","2020213344","C,C,A,D"," 1,2,3,4,"," ","2022/12/14 19:33:54","2022/12/14 19:37:53","00:03:59","100","4"
"842","15","2020213344","B,D,B,D"," 1,2,3,4,"," ","2022/12/14 19:57:36","2022/12/14 20:00:26","00:02:50","100","4"
"843","16","2020213344","C,B,B,D"," 3,4,"," 1,2,","2022/12/14 20:39:47","2022/12/14 20:42:42","00:02:55","50","2"
"844","17","2020213344","A,A,B,A"," 1,2,"," 3,4,","2022/12/14 20:49:34","2022/12/14 20:50:00","00:00:25","50","2"
"845","18","2020213344","B,B,B,A"," 2,"," 1,3,4,","2022/12/14 20:58:18","2022/12/14 20:58:53","00:00:34","25","1"
"846","15","2020213348","B,D,B,D"," 1,2,3,4,"," ","2022/12/15 00:24:27","2022/12/15 00:24:44","00:00:16","100","4"
"847","18","2020213323","A,B,A,B"," 1,2,3,4,"," ","2022/12/15 11:01:36","2022/12/15 11:02:14","00:00:38","100","4"
"848","19","2020213323","B,D,A,A"," 1,2,3,4,"," ","2022/12/15 11:25:12","2022/12/15 11:26:48","00:01:35","100","4"
"849","20","2020213323","B,A,A,A"," 1,3,4,"," 2,","2022/12/15 11:30:47","2022/12/15 11:32:25","00:01:38","75","3"
"850","21","2020213353","D,A,C,D"," 1,2,3,4,"," ","2022/12/15 上午11:51:20","2022/12/15 上午11:51:57","00:00:36","100","4"
